timestamp,open,high,low,close,basevolume,usdtvolume,source_zip,datetime_utc
1767286740,4332.46,4335.26,4332.46,4335.26,0.01,43.3526,20260102.zip,2026-01-01 16:59:00+00:00
1767287040,4335.26,4335.26,4330.53,4330.53,0.05,216.5568,20260102.zip,2026-01-01 17:04:00+00:00
1767287100,4330.53,4330.53,4329.79,4329.79,0.01,43.2979,20260102.zip,2026-01-01 17:05:00+00:00
1767287160,4329.79,4336.04,4329.71,4336.04,0.32,1386.658,20260102.zip,2026-01-01 17:06:00+00:00
1767287220,4336.04,4336.04,4327.57,4328.96,0.76,3291.2209,20260102.zip,2026-01-01 17:07:00+00:00
1767287280,4328.96,4330.79,4328.96,4330.79,0.09,389.7567,20260102.zip,2026-01-01 17:08:00+00:00
1767287340,4330.79,4336.61,4330.79,4336.61,0.16,693.8071,20260102.zip,2026-01-01 17:09:00+00:00
1767287400,4336.61,4336.61,4334.07,4334.07,0.01,43.3407,20260102.zip,2026-01-01 17:10:00+00:00
1767287520,4334.07,4337.02,4334.07,4336.63,0.19,824.0102,20260102.zip,2026-01-01 17:12:00+00:00
1767287580,4336.63,4336.63,4334.07,4334.07,0.1,433.407,20260102.zip,2026-01-01 17:13:00+00:00
1767287640,4334.07,4334.07,4330.15,4332.72,0.31,1342.6852,20260102.zip,2026-01-01 17:14:00+00:00
1767287700,4332.72,4337.71,4332.72,4334,0.38,1648.0352,20260102.zip,2026-01-01 17:15:00+00:00
1767287760,4334,4335.55,4331.66,4333.95,1.02,4420.7901,20260102.zip,2026-01-01 17:16:00+00:00
1767288000,4333.95,4337.02,4332.22,4332.22,0.46,1994.8108,20260102.zip,2026-01-01 17:20:00+00:00
1767288660,4332.22,4332.22,4332.21,4332.21,0.21,909.7641,20260102.zip,2026-01-01 17:31:00+00:00
1767288840,4332.21,4332.21,4331.17,4331.17,0.01,43.3117,20260102.zip,2026-01-01 17:34:00+00:00
1767288960,4331.17,4334.62,4331.17,4334.62,0.01,43.3462,20260102.zip,2026-01-01 17:36:00+00:00
