timestamp,open,high,low,close,basevolume,usdtvolume,source_zip,datetime_utc
1767392100,4339.65,4339.65,4339.35,4339.35,0.02,86.787,20260103.zip,2026-01-02 22:15:00+00:00
1767392220,4339.35,4339.35,4337.29,4337.29,0.21,910.8309,20260103.zip,2026-01-02 22:17:00+00:00
1767392520,4337.29,4339.65,4337.29,4339.65,0.14,607.2967,20260103.zip,2026-01-02 22:22:00+00:00
1767392640,4339.65,4339.65,4339.65,4339.65,0.14,607.551,20260103.zip,2026-01-02 22:24:00+00:00
1767392760,4339.65,4339.65,4339.31,4339.31,0.84,3645.2856,20260103.zip,2026-01-02 22:26:00+00:00
1767392820,4339.31,4339.65,4339.31,4339.65,0.39,1692.4635,20260103.zip,2026-01-02 22:27:00+00:00
1767392880,4339.65,4339.65,4337.3,4337.89,0.55,2385.7811,20260103.zip,2026-01-02 22:28:00+00:00
1767392940,4337.89,4338.5,4337.89,4338.5,0.22,954.4317,20260103.zip,2026-01-02 22:29:00+00:00
1767393180,4338.5,4340.2,4337.3,4337.3,6.47,28076.4929,20260103.zip,2026-01-02 22:33:00+00:00
1767393600,4337.3,4337.3,4336.69,4336.7,0.03,130.1068,20260103.zip,2026-01-02 22:40:00+00:00
1767393900,4336.7,4336.7,4336.66,4336.66,0.12,520.3992,20260103.zip,2026-01-02 22:45:00+00:00
1767393960,4336.66,4336.66,4335.81,4335.81,0.15,650.3715,20260103.zip,2026-01-02 22:46:00+00:00
1767394140,4335.81,4336.08,4335.81,4336.08,0.03,130.0824,20260103.zip,2026-01-02 22:49:00+00:00
1767394320,4336.08,4337.32,4336.05,4337.32,0.22,954.1977,20260103.zip,2026-01-02 22:52:00+00:00
1767394560,4337.32,4337.32,4336.36,4337.16,0.11,477.034,20260103.zip,2026-01-02 22:56:00+00:00
1767394620,4337.16,4337.16,4336.3,4336.3,0.02,86.726,20260103.zip,2026-01-02 22:57:00+00:00
1767394800,4336.3,4337.34,4336.3,4337.34,0.06,260.2404,20260103.zip,2026-01-02 23:00:00+00:00
1767394980,4337.34,4337.34,4336.34,4336.58,0.11,477.0094,20260103.zip,2026-01-02 23:03:00+00:00
1767395100,4336.58,4336.91,4336.58,4336.91,0.01,43.3691,20260103.zip,2026-01-02 23:05:00+00:00
1767395280,4336.91,4340.18,4336.91,4340.18,0.27,1171.2417,20260103.zip,2026-01-02 23:08:00+00:00
1767395340,4340.18,4340.2,4339.55,4340.17,1.29,5598.847,20260103.zip,2026-01-02 23:09:00+00:00
1767395400,4340.17,4340.17,4339.65,4339.65,0.02,86.793,20260103.zip,2026-01-02 23:10:00+00:00
1767395520,4339.65,4340.11,4338.31,4338.34,0.24,1041.2182,20260103.zip,2026-01-02 23:12:00+00:00
1767395580,4338.34,4338.34,4335.82,4335.82,0.5,2168.0989,20260103.zip,2026-01-02 23:13:00+00:00
1767395820,4335.82,4337.81,4335.82,4337.81,0.11,477.1591,20260103.zip,2026-01-02 23:17:00+00:00
1767395880,4337.81,4338.51,4337.81,4338.51,0.02,86.7702,20260103.zip,2026-01-02 23:18:00+00:00
1767395940,4338.51,4338.57,4338.51,4338.57,0.04,173.5428,20260103.zip,2026-01-02 23:19:00+00:00
1767396060,4338.57,4338.57,4338.53,4338.53,0.01,43.3853,20260103.zip,2026-01-02 23:21:00+00:00
1767396120,4338.53,4338.53,4338.53,4338.53,0.1,433.853,20260103.zip,2026-01-02 23:22:00+00:00
1767396540,4338.53,4338.53,4337.99,4337.99,0.01,43.3799,20260103.zip,2026-01-02 23:29:00+00:00
1767396660,4337.99,4340.1,4337.99,4338.13,0.06,260.3469,20260103.zip,2026-01-02 23:31:00+00:00
1767397080,4338.13,4338.14,4337.71,4337.71,0.36,1561.6905,20260103.zip,2026-01-02 23:38:00+00:00
1767397140,4337.71,4340.16,4337.71,4339.62,0.27,1171.7298,20260103.zip,2026-01-02 23:39:00+00:00
1767397200,4339.62,4339.62,4339.62,4339.62,0.09,390.5658,20260103.zip,2026-01-02 23:40:00+00:00
1767397380,4339.62,4339.62,4339.06,4339.06,0.28,1215.04,20260103.zip,2026-01-02 23:43:00+00:00
1767397440,4339.06,4340.2,4339.06,4340.2,0.75,3254.9401,20260103.zip,2026-01-02 23:44:00+00:00
1767397500,4340.2,4340.2,4340.2,4340.2,0.01,43.402,20260103.zip,2026-01-02 23:45:00+00:00
1767397560,4340.2,4340.2,4340.19,4340.19,0.01,43.4019,20260103.zip,2026-01-02 23:46:00+00:00
1767397740,4340.19,4340.19,4340.19,4340.19,0.04,173.6076,20260103.zip,2026-01-02 23:49:00+00:00
1767397860,4340.19,4340.2,4340.19,4340.2,1.8,7812.3599,20260103.zip,2026-01-02 23:51:00+00:00
1767398160,4340.2,4340.2,4340.2,4340.2,0.24,1041.648,20260103.zip,2026-01-02 23:56:00+00:00
1767398220,4340.2,4340.31,4340.2,4340.31,0.89,3862.8704,20260103.zip,2026-01-02 23:57:00+00:00
1767398280,4340.31,4340.31,4340.2,4340.2,0.16,694.4338,20260103.zip,2026-01-02 23:58:00+00:00
1767398400,4340.2,4340.2,4339.68,4339.69,0.22,954.7332,20260103.zip,2026-01-03 00:00:00+00:00
1767398520,4339.69,4339.85,4339.69,4339.85,0.16,694.376,20260103.zip,2026-01-03 00:02:00+00:00
1767398880,4339.85,4339.85,4339.48,4339.49,0.11,477.3433,20260103.zip,2026-01-03 00:08:00+00:00
1767399060,4339.49,4340.31,4339.49,4340.31,0.02,86.8062,20260103.zip,2026-01-03 00:11:00+00:00
1767399180,4340.31,4340.31,4340.24,4340.24,0.04,173.6096,20260103.zip,2026-01-03 00:13:00+00:00
1767399240,4340.24,4340.24,4338.72,4338.72,0.28,1214.8507,20260103.zip,2026-01-03 00:14:00+00:00
1767399300,4338.72,4339.61,4338.72,4339.61,0.21,911.3181,20260103.zip,2026-01-03 00:15:00+00:00
1767399360,4339.61,4339.61,4338.54,4338.54,0.01,43.3854,20260103.zip,2026-01-03 00:16:00+00:00
1767399420,4338.54,4339.41,4338.54,4339.41,0.22,954.6657,20260103.zip,2026-01-03 00:17:00+00:00
1767399540,4339.41,4339.41,4339.18,4339.19,0.07,303.7431,20260103.zip,2026-01-03 00:19:00+00:00
1767399600,4339.19,4340.31,4339.19,4340.31,0.04,173.607,20260103.zip,2026-01-03 00:20:00+00:00
1767399840,4340.31,4340.31,4340.31,4340.31,0.04,173.6124,20260103.zip,2026-01-03 00:24:00+00:00
1767400200,4340.31,4340.31,4338.8,4338.8,0.03,130.179,20260103.zip,2026-01-03 00:30:00+00:00
1767400260,4338.8,4338.82,4338.8,4338.82,0.01,43.3882,20260103.zip,2026-01-03 00:31:00+00:00
1767400380,4338.82,4338.82,4338.35,4338.35,0.22,954.4466,20260103.zip,2026-01-03 00:33:00+00:00
1767400440,4338.35,4339.17,4338.35,4338.5,0.1,433.8835,20260103.zip,2026-01-03 00:34:00+00:00
1767400500,4338.5,4340.28,4338.5,4339.86,0.23,998.1762,20260103.zip,2026-01-03 00:35:00+00:00
1767400560,4339.86,4340.03,4339.86,4340,0.09,390.6024,20260103.zip,2026-01-03 00:36:00+00:00
1767400680,4340,4340.01,4340,4340.01,0.02,86.8002,20260103.zip,2026-01-03 00:38:00+00:00
1767400860,4340.01,4340.01,4339.27,4339.27,0.03,130.1781,20260103.zip,2026-01-03 00:41:00+00:00
1767400920,4339.27,4339.47,4339.27,4339.47,0.11,477.3412,20260103.zip,2026-01-03 00:42:00+00:00
1767401100,4339.47,4339.48,4339.47,4339.48,0.05,216.974,20260103.zip,2026-01-03 00:45:00+00:00
1767401220,4339.48,4339.48,4338.79,4338.79,0.05,216.9395,20260103.zip,2026-01-03 00:47:00+00:00
1767401280,4338.79,4338.8,4338.78,4338.78,0.2,867.7572,20260103.zip,2026-01-03 00:48:00+00:00
1767401400,4338.78,4340.29,4338.78,4340.29,0.27,1171.5601,20260103.zip,2026-01-03 00:50:00+00:00
1767401460,4340.29,4340.29,4340.29,4340.29,0.48,2083.3392,20260103.zip,2026-01-03 00:51:00+00:00
1767401520,4340.29,4340.31,4340.29,4340.31,0.41,1779.5271,20260103.zip,2026-01-03 00:52:00+00:00
1767401640,4340.31,4340.31,4338.54,4338.54,0.17,737.6058,20260103.zip,2026-01-03 00:54:00+00:00
1767401700,4338.54,4338.54,4336.84,4336.84,0.01,43.3684,20260103.zip,2026-01-03 00:55:00+00:00
1767401760,4336.84,4336.84,4331.85,4332.57,3.31,14344.1479,20260103.zip,2026-01-03 00:56:00+00:00
1767401820,4332.57,4332.81,4331.94,4332.81,0.44,1906.2605,20260103.zip,2026-01-03 00:57:00+00:00
1767402000,4332.81,4333.03,4332.06,4332.06,0.16,693.1984,20260103.zip,2026-01-03 01:00:00+00:00
1767402180,4332.06,4332.4,4332.06,4332.4,0.12,519.888,20260103.zip,2026-01-03 01:03:00+00:00
1767402360,4332.4,4332.4,4332,4332,0.42,1819.4442,20260103.zip,2026-01-03 01:06:00+00:00
1767402480,4332,4332,4332,4332,0.07,303.24,20260103.zip,2026-01-03 01:08:00+00:00
1767402840,4332,4333.39,4332,4333.39,0.27,1169.9044,20260103.zip,2026-01-03 01:14:00+00:00
1767402900,4333.39,4333.57,4333.39,4333.57,0.01,43.3357,20260103.zip,2026-01-03 01:15:00+00:00
1767403020,4333.57,4333.57,4333.46,4333.46,0.02,86.6692,20260103.zip,2026-01-03 01:17:00+00:00
1767403080,4333.46,4333.8,4332.94,4333.62,0.58,2513.4647,20260103.zip,2026-01-03 01:18:00+00:00
1767403140,4333.62,4333.62,4332,4332,0.02,86.64,20260103.zip,2026-01-03 01:19:00+00:00
1767403260,4332,4332,4332,4332,0.02,86.64,20260103.zip,2026-01-03 01:21:00+00:00
1767403380,4332,4332.01,4332,4332.01,0.16,693.1208,20260103.zip,2026-01-03 01:23:00+00:00
1767403440,4332.01,4333.32,4332.01,4333.32,0.02,86.6646,20260103.zip,2026-01-03 01:24:00+00:00
1767403980,4333.32,4333.32,4333.1,4333.1,0.01,43.331,20260103.zip,2026-01-03 01:33:00+00:00
1767404100,4333.1,4333.86,4333.1,4333.86,0.03,130.0158,20260103.zip,2026-01-03 01:35:00+00:00
1767404160,4333.86,4334.06,4333.86,4334.06,0.01,43.3406,20260103.zip,2026-01-03 01:36:00+00:00
1767404340,4334.06,4334.06,4333.09,4333.09,0.03,130.0019,20260103.zip,2026-01-03 01:39:00+00:00
1767404820,4333.09,4334.5,4333.09,4334.5,0.21,910.1353,20260103.zip,2026-01-03 01:47:00+00:00
1767404880,4334.5,4334.5,4333.1,4333.55,0.15,649.9915,20260103.zip,2026-01-03 01:48:00+00:00
1767405180,4333.55,4333.55,4333.04,4333.04,0.14,606.6316,20260103.zip,2026-01-03 01:53:00+00:00
1767405780,4333.04,4333.04,4332.92,4332.92,0.06,259.9752,20260103.zip,2026-01-03 02:03:00+00:00
1767405840,4332.92,4333.68,4332.31,4333.68,0.37,1603.2106,20260103.zip,2026-01-03 02:04:00+00:00
1767406140,4333.68,4334.57,4333.68,4334.57,0.01,43.3457,20260103.zip,2026-01-03 02:09:00+00:00
1767406620,4334.57,4334.57,4332,4333.96,0.82,3553.0343,20260103.zip,2026-01-03 02:17:00+00:00
1767406680,4333.96,4333.96,4332,4332,0.05,216.6281,20260103.zip,2026-01-03 02:18:00+00:00
1767407340,4332,4334.77,4332,4334.77,0.05,216.7385,20260103.zip,2026-01-03 02:29:00+00:00
1767407520,4334.77,4335.27,4334.44,4335.27,0.11,476.8382,20260103.zip,2026-01-03 02:32:00+00:00
1767407580,4335.27,4336.7,4335.27,4336.7,0.15,650.4508,20260103.zip,2026-01-03 02:33:00+00:00
1767407880,4336.7,4336.7,4335.99,4336,0.03,130.0799,20260103.zip,2026-01-03 02:38:00+00:00
1767407940,4336,4339.33,4336,4339.33,0.36,1562.1525,20260103.zip,2026-01-03 02:39:00+00:00
1767408060,4339.33,4339.33,4338.5,4338.5,0.01,43.385,20260103.zip,2026-01-03 02:41:00+00:00
1767408900,4338.5,4340.31,4337.84,4340.31,1.18,5120.9505,20260103.zip,2026-01-03 02:55:00+00:00
1767408960,4340.31,4340.31,4338.77,4338.77,0.21,911.1417,20260103.zip,2026-01-03 02:56:00+00:00
1767409020,4338.77,4340.28,4338.77,4339.41,0.16,694.3512,20260103.zip,2026-01-03 02:57:00+00:00
1767409140,4339.41,4339.41,4336.71,4336.71,0.01,43.3671,20260103.zip,2026-01-03 02:59:00+00:00
1767409380,4336.71,4336.71,4336.7,4336.7,0.24,1040.8101,20260103.zip,2026-01-03 03:03:00+00:00
1767409440,4336.7,4337.72,4336.7,4337.72,0.03,130.1316,20260103.zip,2026-01-03 03:04:00+00:00
1767409560,4337.72,4337.72,4332.2,4333.58,0.44,1906.6468,20260103.zip,2026-01-03 03:06:00+00:00
1767409680,4333.58,4333.58,4332.01,4333.26,0.23,996.6248,20260103.zip,2026-01-03 03:08:00+00:00
1767409740,4333.26,4333.27,4333.26,4333.27,0.04,173.3308,20260103.zip,2026-01-03 03:09:00+00:00
1767409800,4333.27,4333.74,4333.27,4333.74,0.1,433.374,20260103.zip,2026-01-03 03:10:00+00:00
1767410100,4333.74,4333.74,4333.6,4333.6,0.1,433.3604,20260103.zip,2026-01-03 03:15:00+00:00
1767410220,4333.6,4333.6,4332.96,4332.96,0.02,86.6592,20260103.zip,2026-01-03 03:17:00+00:00
1767410280,4332.96,4332.96,4328.41,4328.41,0.97,4200.6957,20260103.zip,2026-01-03 03:18:00+00:00
1767410340,4328.41,4332.57,4328.41,4332.57,0.43,1862.2453,20260103.zip,2026-01-03 03:19:00+00:00
1767410640,4332.57,4337.42,4332.57,4337.42,0.06,260.2452,20260103.zip,2026-01-03 03:24:00+00:00
1767411000,4337.42,4337.8,4337.42,4337.8,0.01,43.378,20260103.zip,2026-01-03 03:30:00+00:00
1767411540,4337.8,4339.56,4337.8,4339.56,0.27,1171.6812,20260103.zip,2026-01-03 03:39:00+00:00
1767411960,4339.56,4339.56,4337.8,4337.8,0.08,347.0245,20260103.zip,2026-01-03 03:46:00+00:00
1767412020,4337.8,4337.8,4337.8,4337.8,0.08,347.024,20260103.zip,2026-01-03 03:47:00+00:00
1767412260,4337.8,4338.88,4337.8,4338.62,0.02,86.775,20260103.zip,2026-01-03 03:51:00+00:00
1767412380,4338.62,4338.62,4337.8,4337.8,0.05,216.89,20260103.zip,2026-01-03 03:53:00+00:00
1767412440,4337.8,4337.8,4337.8,4337.8,0.01,43.378,20260103.zip,2026-01-03 03:54:00+00:00
1767412500,4337.8,4337.8,4337.8,4337.8,0.01,43.378,20260103.zip,2026-01-03 03:55:00+00:00
1767412680,4337.8,4338.6,4337.8,4338.6,0.02,86.772,20260103.zip,2026-01-03 03:58:00+00:00
1767412800,4338.6,4338.6,4337.8,4337.8,0.07,303.646,20260103.zip,2026-01-03 04:00:00+00:00
1767413160,4337.8,4337.8,4337.8,4337.8,0.12,520.536,20260103.zip,2026-01-03 04:06:00+00:00
1767413760,4337.8,4340.31,4337.8,4340.31,1.08,4686.7481,20260103.zip,2026-01-03 04:16:00+00:00
1767413880,4340.31,4340.31,4339.16,4339.16,0.08,347.1328,20260103.zip,2026-01-03 04:18:00+00:00
1767413940,4339.16,4339.16,4337.83,4337.83,0.2,867.566,20260103.zip,2026-01-03 04:19:00+00:00
1767414000,4337.83,4338.06,4334.48,4335.57,1.36,5897.7049,20260103.zip,2026-01-03 04:20:00+00:00
1767414120,4335.57,4335.57,4331.67,4333.34,0.11,476.6006,20260103.zip,2026-01-03 04:22:00+00:00
1767414240,4333.34,4333.34,4333.21,4333.21,0.01,43.3321,20260103.zip,2026-01-03 04:24:00+00:00
1767414300,4333.21,4333.21,4331.1,4331.1,0.02,86.622,20260103.zip,2026-01-03 04:25:00+00:00
1767414540,4331.1,4332.17,4331.1,4332.17,0.01,43.3217,20260103.zip,2026-01-03 04:29:00+00:00
1767414600,4332.17,4333.88,4332.17,4333.88,0.01,43.3388,20260103.zip,2026-01-03 04:30:00+00:00
1767414720,4333.88,4333.88,4328.77,4328.77,0.84,3638.0021,20260103.zip,2026-01-03 04:32:00+00:00
1767415020,4328.77,4328.77,4328.77,4328.77,0.23,995.6171,20260103.zip,2026-01-03 04:37:00+00:00
1767415080,4328.77,4331.53,4328.42,4331.53,0.04,173.199,20260103.zip,2026-01-03 04:38:00+00:00
1767415200,4331.53,4331.53,4328.41,4330.89,1.32,5713.9637,20260103.zip,2026-01-03 04:40:00+00:00
1767415260,4330.89,4331.92,4330.89,4330.89,0.81,3508.2372,20260103.zip,2026-01-03 04:41:00+00:00
1767415440,4330.89,4330.89,4329.59,4329.59,0.11,476.2549,20260103.zip,2026-01-03 04:44:00+00:00
1767415500,4329.59,4329.59,4327.07,4327.91,0.4,1731.1464,20260103.zip,2026-01-03 04:45:00+00:00
1767416040,4327.91,4330.04,4327.91,4330.04,0.5,2164.5505,20260103.zip,2026-01-03 04:54:00+00:00
1767416100,4330.04,4330.04,4326.73,4326.73,0.16,692.6198,20260103.zip,2026-01-03 04:55:00+00:00
1767416220,4326.73,4328.97,4326.73,4328.97,0.01,43.2897,20260103.zip,2026-01-03 04:57:00+00:00
1767416280,4328.97,4329,4328.97,4329,0.2,865.7988,20260103.zip,2026-01-03 04:58:00+00:00
1767416520,4329,4331.66,4329,4331.66,0.02,86.6332,20260103.zip,2026-01-03 05:02:00+00:00
1767416640,4331.66,4333.55,4331.66,4333.55,0.4,1733.2237,20260103.zip,2026-01-03 05:04:00+00:00
1767416700,4333.55,4336.99,4333.55,4335.09,0.47,2037.6733,20260103.zip,2026-01-03 05:05:00+00:00
1767416760,4335.09,4337.22,4334.02,4337.22,0.69,2992.0863,20260103.zip,2026-01-03 05:06:00+00:00
1767416820,4337.22,4337.23,4336.86,4337.23,0.91,3946.8281,20260103.zip,2026-01-03 05:07:00+00:00
1767416880,4337.23,4337.23,4337.23,4337.23,1.2,5204.676,20260103.zip,2026-01-03 05:08:00+00:00
1767416940,4337.23,4337.23,4337.23,4337.23,0.2,867.446,20260103.zip,2026-01-03 05:09:00+00:00
1767417180,4337.23,4337.23,4337.23,4337.23,0.01,43.3723,20260103.zip,2026-01-03 05:13:00+00:00
1767417300,4337.23,4337.23,4336.71,4336.71,0.01,43.3671,20260103.zip,2026-01-03 05:15:00+00:00
1767417420,4336.71,4336.71,4336.71,4336.71,0.01,43.3671,20260103.zip,2026-01-03 05:17:00+00:00
1767417660,4336.71,4336.71,4336.15,4336.15,0.01,43.3615,20260103.zip,2026-01-03 05:21:00+00:00
1767417780,4336.15,4336.15,4335.73,4335.73,0.01,43.3573,20260103.zip,2026-01-03 05:23:00+00:00
1767417840,4335.73,4336.8,4335.73,4336.8,0.15,650.5118,20260103.zip,2026-01-03 05:24:00+00:00
1767417960,4336.8,4336.94,4336.8,4336.94,0.01,43.3694,20260103.zip,2026-01-03 05:26:00+00:00
1767418380,4336.94,4337.23,4336.94,4337.23,0.31,1344.5413,20260103.zip,2026-01-03 05:33:00+00:00
1767418440,4337.23,4338.01,4337.13,4337.13,0.45,1951.9813,20260103.zip,2026-01-03 05:34:00+00:00
1767418560,4337.13,4339.48,4337.13,4339.48,0.22,954.6392,20260103.zip,2026-01-03 05:36:00+00:00
1767418620,4339.48,4339.74,4338.58,4339.74,0.2,867.8566,20260103.zip,2026-01-03 05:37:00+00:00
1767418680,4339.74,4339.87,4338.58,4338.58,0.27,1171.6038,20260103.zip,2026-01-03 05:38:00+00:00
1767418800,4338.58,4338.62,4337.92,4337.92,0.72,3123.5074,20260103.zip,2026-01-03 05:40:00+00:00
1767418920,4337.92,4339.42,4337.92,4339.42,0.15,650.8936,20260103.zip,2026-01-03 05:42:00+00:00
1767418980,4339.42,4339.91,4339.42,4339.91,0.11,477.3901,20260103.zip,2026-01-03 05:43:00+00:00
1767419220,4339.91,4339.91,4339.42,4339.42,0.11,477.3362,20260103.zip,2026-01-03 05:47:00+00:00
1767420000,4339.42,4339.91,4339.42,4339.91,0.02,86.7982,20260103.zip,2026-01-03 06:00:00+00:00
1767420120,4339.91,4339.91,4339.9,4339.9,0.2,867.98,20260103.zip,2026-01-03 06:02:00+00:00
1767420300,4339.9,4339.9,4339.49,4339.49,0.02,86.7898,20260103.zip,2026-01-03 06:05:00+00:00
1767420540,4339.49,4339.49,4339.42,4339.42,0.06,260.3652,20260103.zip,2026-01-03 06:09:00+00:00
1767420600,4339.42,4339.91,4339.42,4339.91,0.05,216.994,20260103.zip,2026-01-03 06:10:00+00:00
1767420660,4339.91,4339.91,4339.91,4339.91,0.06,260.3946,20260103.zip,2026-01-03 06:11:00+00:00
1767420720,4339.91,4339.91,4339.42,4339.42,0.12,520.7304,20260103.zip,2026-01-03 06:12:00+00:00
1767420900,4339.42,4339.43,4339.42,4339.43,0.08,347.1544,20260103.zip,2026-01-03 06:15:00+00:00
1767421020,4339.43,4339.9,4339.43,4339.9,0.02,86.798,20260103.zip,2026-01-03 06:17:00+00:00
1767421140,4339.9,4339.9,4337.28,4337.28,0.79,3427.2507,20260103.zip,2026-01-03 06:19:00+00:00
1767421980,4337.28,4337.42,4337.28,4337.39,0.27,1171.0996,20260103.zip,2026-01-03 06:33:00+00:00
1767422220,4337.39,4338.7,4337.39,4338.7,0.07,303.709,20260103.zip,2026-01-03 06:37:00+00:00
1767422280,4338.7,4339.09,4337.51,4339.09,0.36,1561.6988,20260103.zip,2026-01-03 06:38:00+00:00
1767422580,4339.09,4339.91,4337.59,4339.91,0.49,2126.1207,20260103.zip,2026-01-03 06:43:00+00:00
1767422640,4339.91,4339.91,4338.32,4338.32,0.04,173.5328,20260103.zip,2026-01-03 06:44:00+00:00
1767422700,4338.32,4338.32,4336.33,4336.33,0.01,43.3633,20260103.zip,2026-01-03 06:45:00+00:00
1767422940,4336.33,4337.5,4336.33,4336.79,0.41,1778.206,20260103.zip,2026-01-03 06:49:00+00:00
1767423000,4336.79,4338.42,4336.15,4338.42,0.16,694.0057,20260103.zip,2026-01-03 06:50:00+00:00
1767423240,4338.42,4339.59,4338.42,4339.59,0.12,520.7508,20260103.zip,2026-01-03 06:54:00+00:00
1767423300,4339.59,4339.59,4338.25,4338.25,0.1,433.825,20260103.zip,2026-01-03 06:55:00+00:00
1767423660,4338.25,4338.25,4333.14,4333.76,0.74,3208.532,20260103.zip,2026-01-03 07:01:00+00:00
1767423900,4333.76,4337.72,4333.76,4337.71,0.09,390.3944,20260103.zip,2026-01-03 07:05:00+00:00
1767424200,4337.71,4337.71,4335.81,4335.81,0.01,43.3581,20260103.zip,2026-01-03 07:10:00+00:00
1767424260,4335.81,4335.81,4334.74,4335.22,0.38,1647.3311,20260103.zip,2026-01-03 07:11:00+00:00
1767424380,4335.22,4335.22,4331.54,4332.15,0.6,2599.7064,20260103.zip,2026-01-03 07:13:00+00:00
1767424440,4332.15,4336.86,4332.15,4334.66,0.27,1170.7958,20260103.zip,2026-01-03 07:14:00+00:00
1767424500,4334.66,4339.91,4334.28,4339.01,2.76,11975.904,20260103.zip,2026-01-03 07:15:00+00:00
1767424680,4339.01,4339.71,4339.01,4339.71,0.03,130.1913,20260103.zip,2026-01-03 07:18:00+00:00
1767425220,4339.71,4339.71,4337.07,4337.07,0.02,86.745,20260103.zip,2026-01-03 07:27:00+00:00
1767425400,4337.07,4339.43,4337.07,4339.43,0.23,998.0679,20260103.zip,2026-01-03 07:30:00+00:00
1767425520,4339.43,4341.59,4339.43,4341.59,6.11,26526.0649,20260103.zip,2026-01-03 07:32:00+00:00
1767425640,4341.59,4342.92,4341.59,4342.92,0.13,564.5678,20260103.zip,2026-01-03 07:34:00+00:00
1767425700,4342.92,4342.96,4339.48,4342.96,0.59,2561.8668,20260103.zip,2026-01-03 07:35:00+00:00
1767425760,4342.96,4342.96,4342.62,4342.64,0.07,303.9838,20260103.zip,2026-01-03 07:36:00+00:00
1767425880,4342.64,4342.64,4341.9,4341.9,0.1,434.238,20260103.zip,2026-01-03 07:38:00+00:00
1767426180,4341.9,4342.71,4341.9,4342.71,0.03,130.2813,20260103.zip,2026-01-03 07:43:00+00:00
1767426300,4342.71,4344.37,4342.71,4343.61,0.34,1477.031,20260103.zip,2026-01-03 07:45:00+00:00
1767426420,4343.61,4344.36,4343.4,4344.36,0.06,260.6136,20260103.zip,2026-01-03 07:47:00+00:00
1767426480,4344.36,4344.36,4343.5,4343.5,0.15,651.5278,20260103.zip,2026-01-03 07:48:00+00:00
1767426540,4343.5,4343.5,4343.01,4343.01,0.06,260.5806,20260103.zip,2026-01-03 07:49:00+00:00
1767426600,4343.01,4344.37,4343.01,4344.37,1.05,4561.5298,20260103.zip,2026-01-03 07:50:00+00:00
1767426660,4344.37,4350.5,4344.37,4349.14,12.41,53977.5687,20260103.zip,2026-01-03 07:51:00+00:00
1767426720,4349.14,4350.5,4347.7,4347.7,2.05,8917.0206,20260103.zip,2026-01-03 07:52:00+00:00
1767426780,4347.7,4347.7,4347.05,4347.05,0.1,434.7053,20260103.zip,2026-01-03 07:53:00+00:00
1767426840,4347.05,4348.48,4346.99,4346.99,0.96,4173.5409,20260103.zip,2026-01-03 07:54:00+00:00
1767427020,4346.99,4348.49,4346.99,4348.49,0.11,478.3339,20260103.zip,2026-01-03 07:57:00+00:00
1767427200,4348.49,4348.49,4348.48,4348.48,0.31,1348.0288,20260103.zip,2026-01-03 08:00:00+00:00
1767427320,4348.48,4348.48,4348.26,4348.26,0.31,1347.961,20260103.zip,2026-01-03 08:02:00+00:00
1767427380,4348.26,4348.49,4348.26,4348.49,0.21,913.1829,20260103.zip,2026-01-03 08:03:00+00:00
1767427500,4348.49,4348.49,4348.49,4348.49,0.09,391.3641,20260103.zip,2026-01-03 08:05:00+00:00
1767427560,4348.49,4348.49,4348.49,4348.49,0.47,2043.7903,20260103.zip,2026-01-03 08:06:00+00:00
1767427620,4348.49,4348.49,4348.49,4348.49,0.12,521.8188,20260103.zip,2026-01-03 08:07:00+00:00
1767427680,4348.49,4354.35,4348.49,4354.35,1.75,7619.1374,20260103.zip,2026-01-03 08:08:00+00:00
1767427740,4354.35,4354.35,4353.04,4354.35,0.49,2133.4612,20260103.zip,2026-01-03 08:09:00+00:00
1767427800,4354.35,4354.35,4348.26,4348.83,2.3,10006.4254,20260103.zip,2026-01-03 08:10:00+00:00
1767427860,4348.83,4348.84,4348.83,4348.83,2.85,12394.1681,20260103.zip,2026-01-03 08:11:00+00:00
1767427920,4348.83,4350.7,4348.83,4350.68,2.51,10916.4697,20260103.zip,2026-01-03 08:12:00+00:00
1767427980,4350.68,4350.68,4348.84,4348.84,0.5,2174.8715,20260103.zip,2026-01-03 08:13:00+00:00
1767428040,4348.84,4349.37,4348.26,4348.26,4.57,19872.8398,20260103.zip,2026-01-03 08:14:00+00:00
1767428100,4348.26,4348.72,4347.97,4347.97,3.9,16957.4569,20260103.zip,2026-01-03 08:15:00+00:00
1767428160,4347.97,4348.65,4347.97,4347.97,1.55,6739.4057,20260103.zip,2026-01-03 08:16:00+00:00
1767428280,4347.97,4349.49,4347.97,4349.49,0.11,478.4439,20260103.zip,2026-01-03 08:18:00+00:00
1767428340,4349.49,4349.69,4349.49,4349.69,0.02,86.9937,20260103.zip,2026-01-03 08:19:00+00:00
1767428400,4349.69,4349.69,4349.61,4349.68,0.46,2000.8317,20260103.zip,2026-01-03 08:20:00+00:00
1767428460,4349.68,4351.65,4349.68,4351.65,0.63,2741.0891,20260103.zip,2026-01-03 08:21:00+00:00
1767428520,4351.65,4352.22,4351.45,4352.16,1.11,4830.625,20260103.zip,2026-01-03 08:22:00+00:00
1767428580,4352.16,4353.14,4351.85,4351.85,0.11,478.7804,20260103.zip,2026-01-03 08:23:00+00:00
1767428640,4351.85,4354.74,4351.85,4354.74,0.68,2960.9913,20260103.zip,2026-01-03 08:24:00+00:00
