,timestamp,open,high,low,close,datetime
8229,1771993800000000000,5183.71,5183.71,5183.15,5183.15,2026-02-25T04:30:00.000000Z
8230,1771993860000000000,5183.15,5183.15,5183.15,5183.15,2026-02-25T04:31:00.000000Z
8231,1771993920000000000,5183.15,5183.15,5183.15,5183.15,2026-02-25T04:32:00.000000Z
8232,1771993980000000000,5183.15,5183.36,5182.63,5183.01,2026-02-25T04:33:00.000000Z
8233,1771994040000000000,5183.01,5184.4,5182.81,5182.81,2026-02-25T04:34:00.000000Z
8234,1771994100000000000,5182.81,5183.68,5182.81,5183.68,2026-02-25T04:35:00.000000Z
8235,1771994160000000000,5183.68,5183.69,5182.02,5182.02,2026-02-25T04:36:00.000000Z
8236,1771994220000000000,5182.02,5182.02,5181.75,5181.79,2026-02-25T04:37:00.000000Z
8237,1771994280000000000,5181.79,5181.79,5181.33,5181.45,2026-02-25T04:38:00.000000Z
8238,1771994340000000000,5181.45,5184.17,5181.45,5184.17,2026-02-25T04:39:00.000000Z
8239,1771994400000000000,5184.17,5185.11,5184.17,5184.53,2026-02-25T04:40:00.000000Z
8240,1771994460000000000,5184.53,5184.89,5183.8,5183.81,2026-02-25T04:41:00.000000Z
8241,1771994520000000000,5183.81,5184.3,5183.81,5184.3,2026-02-25T04:42:00.000000Z
8242,1771994580000000000,5184.3,5184.3,5184.3,5184.3,2026-02-25T04:43:00.000000Z
8243,1771994640000000000,5184.3,5185.2,5184.29,5185.2,2026-02-25T04:44:00.000000Z
8244,1771994700000000000,5185.2,5185.2,5185.2,5185.2,2026-02-25T04:45:00.000000Z
8245,1771994760000000000,5185.2,5185.2,5183.18,5183.19,2026-02-25T04:46:00.000000Z
8246,1771994820000000000,5183.19,5183.19,5183.19,5183.19,2026-02-25T04:47:00.000000Z
8247,1771994880000000000,5183.19,5183.66,5182.18,5182.3,2026-02-25T04:48:00.000000Z
8248,1771994940000000000,5182.3,5182.78,5182.16,5182.61,2026-02-25T04:49:00.000000Z
8249,1771995000000000000,5182.61,5182.61,5182.41,5182.41,2026-02-25T04:50:00.000000Z
8250,1771995060000000000,5182.41,5183.34,5182.13,5182.13,2026-02-25T04:51:00.000000Z
8251,1771995120000000000,5182.13,5182.28,5181.31,5181.96,2026-02-25T04:52:00.000000Z
8252,1771995180000000000,5181.96,5181.97,5181.3,5181.48,2026-02-25T04:53:00.000000Z
8253,1771995240000000000,5181.48,5182.27,5181.48,5181.7,2026-02-25T04:54:00.000000Z
8254,1771995300000000000,5181.7,5182.07,5180.83,5181.29,2026-02-25T04:55:00.000000Z
8255,1771995360000000000,5181.29,5182.26,5180.93,5182.26,2026-02-25T04:56:00.000000Z
8256,1771995420000000000,5182.26,5183.84,5182.26,5183.4,2026-02-25T04:57:00.000000Z
8257,1771995480000000000,5183.4,5183.4,5182.69,5182.7,2026-02-25T04:58:00.000000Z
8258,1771995540000000000,5182.7,5184.25,5182.7,5184.25,2026-02-25T04:59:00.000000Z
