timestamp_ms,open,high,low,close,base_volume,usdt_volume,quote_volume,datetime_utc,venue,product_type,symbol
1767272220000,87973.98,87977.95,87973.97,87977.95,0.949076,83494.85650726,83494.85650726,2026-01-01 12:57:00+00:00,spot,SPOT,BTCUSDT
1767272280000,87977.95,87977.95,87962.1,87962.1,1.550224,136377.36070386,136377.36070386,2026-01-01 12:58:00+00:00,spot,SPOT,BTCUSDT
1767272340000,87962.1,87962.11,87942.62,87942.62,1.54039,135482.98128945,135482.98128945,2026-01-01 12:59:00+00:00,spot,SPOT,BTCUSDT
1767272400000,87942.62,87942.62,87892.7,87913.59,4.03072,354366.89946448,354366.89946448,2026-01-01 13:00:00+00:00,spot,SPOT,BTCUSDT
1767272460000,87913.59,87913.59,87913.58,87913.58,0.087685,7708.70234919,7708.70234919,2026-01-01 13:01:00+00:00,spot,SPOT,BTCUSDT
1767272520000,87913.58,87936.2,87913.58,87936.2,1.484459,130521.42757698,130521.42757698,2026-01-01 13:02:00+00:00,spot,SPOT,BTCUSDT
1767272580000,87936.2,87936.2,87933.8,87934.01,0.317731,27940.05153448,27940.05153448,2026-01-01 13:03:00+00:00,spot,SPOT,BTCUSDT
1767272640000,87934.01,87934.01,87934.0,87934.01,0.037554,3302.27348887,3302.27348887,2026-01-01 13:04:00+00:00,spot,SPOT,BTCUSDT
1767272700000,87934.01,87934.01,87934.0,87934.0,0.003172,278.92666213,278.92666213,2026-01-01 13:05:00+00:00,spot,SPOT,BTCUSDT
1767272760000,87934.0,87934.01,87934.0,87934.01,0.090999,8001.90643559,8001.90643559,2026-01-01 13:06:00+00:00,spot,SPOT,BTCUSDT
1767272820000,87934.01,87934.01,87934.0,87934.01,0.001644,144.563501,144.563501,2026-01-01 13:07:00+00:00,spot,SPOT,BTCUSDT
1767272880000,87934.01,87973.1,87934.01,87973.1,4.642029,408268.3659667,408268.3659667,2026-01-01 13:08:00+00:00,spot,SPOT,BTCUSDT
1767272940000,87973.1,87973.1,87961.03,87963.23,1.442884,126928.77172859,126928.77172859,2026-01-01 13:09:00+00:00,spot,SPOT,BTCUSDT
1767273000000,87963.23,87971.33,87963.22,87971.32,0.788613,69370.37430285,69370.37430285,2026-01-01 13:10:00+00:00,spot,SPOT,BTCUSDT
1767273060000,87971.32,87971.33,87971.32,87971.32,0.071643,6302.52939243,6302.52939243,2026-01-01 13:11:00+00:00,spot,SPOT,BTCUSDT
1767273120000,87971.32,87990.0,87971.32,87990.0,1.476514,129893.3003291,129893.3003291,2026-01-01 13:12:00+00:00,spot,SPOT,BTCUSDT
