venue,product_type,symbol,hour_utc,bars,close,total_usdt_volume,total_base_volume,total_quote_volume
futures,USDT-FUTURES,BTCUSDT,2026-02-27 04:00:00+00:00,60,67711.4,230696287.32186,3400.6977,230696287.32186
futures,USDT-FUTURES,BTCUSDT,2026-02-27 05:00:00+00:00,60,67689.5,51703278.36731,762.9978,51703278.36731
futures,USDT-FUTURES,BTCUSDT,2026-02-27 06:00:00+00:00,59,67618.6,76091988.07263,1124.9239,76091988.07263
futures,USDT-FUTURES,BTCUSDT,2026-02-27 07:00:00+00:00,60,67649.3,97250307.45578,1439.5652,97250307.45578
futures,USDT-FUTURES,BTCUSDT,2026-02-27 08:00:00+00:00,60,67895.5,104673633.18618,1541.867,104673633.18618
futures,USDT-FUTURES,BTCUSDT,2026-02-27 09:00:00+00:00,59,67321.4,171877394.47182,2540.2802,171877394.47182
futures,USDT-FUTURES,BTCUSDT,2026-02-27 10:00:00+00:00,60,66577.5,374092675.4102,5593.9459,374092675.4102
futures,USDT-FUTURES,BTCUSDT,2026-02-27 11:00:00+00:00,60,66097.5,429174356.36317,6474.4854000000005,429174356.36317
futures,USDT-FUTURES,BTCUSDT,2026-02-27 12:00:00+00:00,60,65904.6,219522407.568,3330.4215,219522407.568
futures,USDT-FUTURES,BTCUSDT,2026-02-27 13:00:00+00:00,59,66246.0,255461249.96047,3871.6519,255461249.96047
futures,USDT-FUTURES,BTCUSDT,2026-02-27 14:00:00+00:00,60,65857.9,232519475.5196,3523.0274,232519475.5196
futures,USDT-FUTURES,BTCUSDT,2026-02-27 15:00:00+00:00,60,66070.0,142560497.18391,2158.4524,142560497.18391
futures,USDT-FUTURES,BTCUSDT,2026-02-27 16:00:00+00:00,59,65446.9,243544155.10211,3708.3288000000002,243544155.10211
futures,USDT-FUTURES,BTCUSDT,2026-02-27 17:00:00+00:00,60,65671.0,330540871.06977,5055.2711,330540871.06977
futures,USDT-FUTURES,BTCUSDT,2026-02-27 18:00:00+00:00,60,65279.9,127439553.96252,1946.2185,127439553.96252
futures,USDT-FUTURES,BTCUSDT,2026-02-27 19:00:00+00:00,59,65360.2,81491156.21115,1247.9643,81491156.21115
futures,USDT-FUTURES,BTCUSDT,2026-02-27 20:00:00+00:00,60,65565.4,59047215.85322,900.9914,59047215.85322
futures,USDT-FUTURES,BTCUSDT,2026-02-27 21:00:00+00:00,60,65498.4,50214935.74479,766.0197,50214935.74479
futures,USDT-FUTURES,BTCUSDT,2026-02-27 22:00:00+00:00,60,65605.1,149414025.89153,2290.3718,149414025.89153
futures,USDT-FUTURES,BTCUSDT,2026-02-27 23:00:00+00:00,59,65831.3,83499473.05922,1269.0056,83499473.05922
futures,USDT-FUTURES,BTCUSDT,2026-02-28 00:00:00+00:00,60,65910.6,66481493.13583,1009.6016,66481493.13583
futures,USDT-FUTURES,BTCUSDT,2026-02-28 01:00:00+00:00,60,65747.4,34021764.82977,516.8756,34021764.82977
futures,USDT-FUTURES,BTCUSDT,2026-02-28 02:00:00+00:00,59,65925.0,30202874.87999,458.3034,30202874.87999
futures,USDT-FUTURES,BTCUSDT,2026-02-28 03:00:00+00:00,60,65762.0,50237907.26858,763.1931,50237907.26858
futures,USDT-FUTURES,BTCUSDT,2026-02-28 04:00:00+00:00,60,65633.6,87104519.05553,1327.6038,87104519.05553
futures,USDT-FUTURES,BTCUSDT,2026-02-28 05:00:00+00:00,59,65557.0,56348429.54234,859.4967,56348429.54234
futures,USDT-FUTURES,BTCUSDT,2026-02-28 06:00:00+00:00,60,63177.8,875174553.75625,13631.7052,875174553.75625
futures,USDT-FUTURES,BTCUSDT,2026-02-28 07:00:00+00:00,60,63788.1,446855441.91042,7015.0323,446855441.91042
futures,USDT-FUTURES,BTCUSDT,2026-02-28 08:00:00+00:00,60,63439.0,154975579.89584,2437.4064,154975579.89584
futures,USDT-FUTURES,BTCUSDT,2026-02-28 09:00:00+00:00,59,63617.5,134193546.79581,2108.4873,134193546.79581
futures,USDT-FUTURES,BTCUSDT,2026-02-28 10:00:00+00:00,60,63962.1,137022491.47986,2149.2964,137022491.47986
futures,USDT-FUTURES,BTCUSDT,2026-02-28 11:00:00+00:00,60,63808.0,146164605.38703,2282.4583,146164605.38703
futures,USDT-FUTURES,BTCUSDT,2026-02-28 12:00:00+00:00,59,63982.9,68295448.13601,1068.3543,68295448.13601
futures,USDT-FUTURES,BTCUSDT,2026-02-28 13:00:00+00:00,60,65067.7,334840919.7338,5188.3974,334840919.7338
futures,USDT-FUTURES,BTCUSDT,2026-02-28 14:00:00+00:00,60,64402.4,307312690.57688,4742.9275,307312690.57688
futures,USDT-FUTURES,BTCUSDT,2026-02-28 15:00:00+00:00,59,64800.5,157786051.33888,2441.7254,157786051.33888
futures,USDT-FUTURES,BTCUSDT,2026-02-28 16:00:00+00:00,60,65053.4,82962135.81526,1277.3328,82962135.81526
futures,USDT-FUTURES,BTCUSDT,2026-02-28 17:00:00+00:00,60,65401.0,123966399.66363999,1904.1587,123966399.66363999
futures,USDT-FUTURES,BTCUSDT,2026-02-28 18:00:00+00:00,60,65875.1,199570072.46681,3039.3488,199570072.46681
futures,USDT-FUTURES,BTCUSDT,2026-02-28 19:00:00+00:00,59,66322.7,225986691.79552,3415.591,225986691.79552
futures,USDT-FUTURES,BTCUSDT,2026-02-28 20:00:00+00:00,60,66919.4,211796155.99699,3172.8627,211796155.99699
futures,USDT-FUTURES,BTCUSDT,2026-02-28 21:00:00+00:00,60,66682.1,157793088.49948,2368.9899,157793088.49948
futures,USDT-FUTURES,BTCUSDT,2026-02-28 22:00:00+00:00,59,67076.3,184449622.08517,2743.9188,184449622.08517
futures,USDT-FUTURES,BTCUSDT,2026-02-28 23:00:00+00:00,60,66932.0,75456246.94247,1127.3455,75456246.94247
futures,USDT-FUTURES,BTCUSDT,2026-03-01 00:00:00+00:00,60,66751.6,91836595.24923,1374.2653,91836595.24923
futures,USDT-FUTURES,BTCUSDT,2026-03-01 01:00:00+00:00,59,67307.0,293217855.78311,4387.91,293217855.78311
futures,USDT-FUTURES,BTCUSDT,2026-03-01 02:00:00+00:00,60,67582.2,271541688.6066,4003.3654,271541688.6066
futures,USDT-FUTURES,BTCUSDT,2026-03-01 03:00:00+00:00,60,67470.5,98087060.95511,1452.3971,98087060.95511
futures,USDT-FUTURES,BTCUSDT,2026-03-01 04:00:00+00:00,60,67307.6,112503653.49286,1672.7071,112503653.49286
futures,USDT-FUTURES,BTCUSDT,2026-03-01 05:00:00+00:00,59,67260.1,70260549.41521001,1043.0054,70260549.41521001
futures,USDT-FUTURES,BTCUSDT,2026-03-01 06:00:00+00:00,60,66890.0,151508573.89698,2262.4482,151508573.89698
futures,USDT-FUTURES,BTCUSDT,2026-03-01 07:00:00+00:00,60,67114.0,73117148.92943001,1090.7199,73117148.92943001
futures,USDT-FUTURES,BTCUSDT,2026-03-01 08:00:00+00:00,59,66532.7,216482538.22311,3236.3138,216482538.22311
futures,USDT-FUTURES,BTCUSDT,2026-03-01 09:00:00+00:00,60,66378.5,164022574.18252,2467.6675999999998,164022574.18252
futures,USDT-FUTURES,BTCUSDT,2026-03-01 10:00:00+00:00,60,66429.9,84385890.88987,1269.9139,84385890.88987
futures,USDT-FUTURES,BTCUSDT,2026-03-01 11:00:00+00:00,59,66437.0,52169856.60003,784.7274,52169856.60003
futures,USDT-FUTURES,BTCUSDT,2026-03-01 12:00:00+00:00,60,66263.7,61672844.92957,929.2134,61672844.92957
futures,USDT-FUTURES,BTCUSDT,2026-03-01 13:00:00+00:00,60,66905.8,278240682.61081,4167.7047,278240682.61081
futures,USDT-FUTURES,BTCUSDT,2026-03-01 14:00:00+00:00,60,66819.8,155937190.97646,2329.8757,155937190.97646
futures,USDT-FUTURES,BTCUSDT,2026-03-01 15:00:00+00:00,59,66816.9,129621530.6808,1933.6816000000001,129621530.6808
futures,USDT-FUTURES,BTCUSDT,2026-03-01 16:00:00+00:00,60,66105.8,295657970.54267,4454.3293,295657970.54267
futures,USDT-FUTURES,BTCUSDT,2026-03-01 17:00:00+00:00,60,65952.4,173040453.69893,2622.9162,173040453.69893
futures,USDT-FUTURES,BTCUSDT,2026-03-01 18:00:00+00:00,59,66285.5,141524603.54590002,2132.5574,141524603.54590002
futures,USDT-FUTURES,BTCUSDT,2026-03-01 19:00:00+00:00,60,65931.1,101014400.3732,1530.5766,101014400.3732
futures,USDT-FUTURES,BTCUSDT,2026-03-01 20:00:00+00:00,60,65260.2,183310948.07046,2804.4283,183310948.07046
futures,USDT-FUTURES,BTCUSDT,2026-03-01 21:00:00+00:00,60,65630.4,86342184.13978,1317.9823000000001,86342184.13978
futures,USDT-FUTURES,BTCUSDT,2026-03-01 22:00:00+00:00,59,65234.2,257476081.20826,3917.0305,257476081.20826
futures,USDT-FUTURES,BTCUSDT,2026-03-01 23:00:00+00:00,60,65750.1,128218656.47603,1951.9868,128218656.47603
futures,USDT-FUTURES,BTCUSDT,2026-03-02 00:00:00+00:00,60,66472.5,144193533.81033,2175.0284,144193533.81033
futures,USDT-FUTURES,BTCUSDT,2026-03-02 01:00:00+00:00,59,66498.5,150750214.45614,2260.4132,150750214.45614
futures,USDT-FUTURES,BTCUSDT,2026-03-02 02:00:00+00:00,60,66245.6,129729864.89655,1960.6136,129729864.89655
futures,USDT-FUTURES,BTCUSDT,2026-03-02 03:00:00+00:00,60,66782.3,146895822.57055,2204.0103,146895822.57055
futures,USDT-FUTURES,BTCUSDT,2026-03-02 04:00:00+00:00,59,66829.3,96672617.6399,1448.312,96672617.6399
futures,USDT-FUTURES,BTCUSDT,2026-03-02 05:00:00+00:00,60,66696.2,80615853.42527,1207.6467,80615853.42527
futures,USDT-FUTURES,BTCUSDT,2026-03-02 06:00:00+00:00,60,66175.9,121965939.74815,1839.69,121965939.74815
futures,USDT-FUTURES,BTCUSDT,2026-03-02 07:00:00+00:00,60,65988.5,153887735.39889,2339.0472,153887735.39889
futures,USDT-FUTURES,BTCUSDT,2026-03-02 08:00:00+00:00,59,66252.2,161395799.33092,2447.2279,161395799.33092
futures,USDT-FUTURES,BTCUSDT,2026-03-02 09:00:00+00:00,60,66134.1,146105783.73451,2200.9172,146105783.73451
futures,USDT-FUTURES,BTCUSDT,2026-03-02 10:00:00+00:00,60,66279.2,72025336.61384,1088.3304,72025336.61384
futures,USDT-FUTURES,BTCUSDT,2026-03-02 11:00:00+00:00,59,66323.8,110662369.37312,1672.2061,110662369.37312
futures,USDT-FUTURES,BTCUSDT,2026-03-02 12:00:00+00:00,60,65926.1,76081410.36584,1151.76,76081410.36584
futures,USDT-FUTURES,BTCUSDT,2026-03-02 13:00:00+00:00,60,65408.3,172991450.54693,2633.6965,172991450.54693
futures,USDT-FUTURES,BTCUSDT,2026-03-02 14:00:00+00:00,59,67128.4,434453677.96667,6549.7092,434453677.96667
futures,USDT-FUTURES,BTCUSDT,2026-03-02 15:00:00+00:00,60,69083.8,896149065.56449,13078.5731,896149065.56449
futures,USDT-FUTURES,BTCUSDT,2026-03-02 16:00:00+00:00,60,69381.0,506401243.11371,7282.7199,506401243.11371
futures,USDT-FUTURES,BTCUSDT,2026-03-02 17:00:00+00:00,60,69155.6,243049805.74157,3515.9646,243049805.74157
futures,USDT-FUTURES,BTCUSDT,2026-03-02 18:00:00+00:00,59,68845.0,146008077.5864,2116.6088,146008077.5864
futures,USDT-FUTURES,BTCUSDT,2026-03-02 19:00:00+00:00,60,68930.7,146283400.29669,2127.0867,146283400.29669
futures,USDT-FUTURES,BTCUSDT,2026-03-02 20:00:00+00:00,60,69061.1,142946739.82813,2070.2963,142946739.82813
futures,USDT-FUTURES,BTCUSDT,2026-03-02 21:00:00+00:00,59,69367.1,80911655.04534,1167.6567,80911655.04534
futures,USDT-FUTURES,BTCUSDT,2026-03-02 22:00:00+00:00,60,69396.4,66668782.3297,962.3022,66668782.3297
futures,USDT-FUTURES,BTCUSDT,2026-03-02 23:00:00+00:00,60,68788.6,102376340.441,1484.7957,102376340.441
futures,USDT-FUTURES,BTCUSDT,2026-03-03 00:00:00+00:00,59,69047.4,90552370.10502,1314.7716,90552370.10502
futures,USDT-FUTURES,BTCUSDT,2026-03-03 01:00:00+00:00,60,68717.6,61839347.18639,897.1215,61839347.18639
futures,USDT-FUTURES,BTCUSDT,2026-03-03 02:00:00+00:00,60,68474.1,140369741.62668,2051.0302,140369741.62668
futures,USDT-FUTURES,BTCUSDT,2026-03-03 03:00:00+00:00,60,68344.0,54565688.3242,798.4088,54565688.3242
futures,USDT-FUTURES,BTCUSDT,2026-03-03 04:00:00+00:00,59,68092.7,82431873.68085,1208.4922,82431873.68085
futures,USDT-FUTURES,BTCUSDT,2026-03-03 05:00:00+00:00,60,67909.4,161826595.29038,2374.1055,161826595.29038
futures,USDT-FUTURES,BTCUSDT,2026-03-03 06:00:00+00:00,60,68075.4,125202566.1952,1842.6317,125202566.1952
futures,USDT-FUTURES,BTCUSDT,2026-03-03 07:00:00+00:00,30,68212.4,60902867.00514,894.283,60902867.00514
futures,USDT-FUTURES,XAGUSDT,2026-02-25 07:00:00+00:00,30,90.38,1964957.0415,21726.49,1964957.0415
futures,USDT-FUTURES,XAGUSDT,2026-02-25 08:00:00+00:00,60,90.98,6376936.9019,70172.58,6376936.9019
futures,USDT-FUTURES,XAGUSDT,2026-02-25 09:00:00+00:00,60,90.74,6919809.8182,76250.74,6919809.8182
futures,USDT-FUTURES,XAGUSDT,2026-02-25 10:00:00+00:00,59,90.54,6375371.9304,70353.95,6375371.9304
futures,USDT-FUTURES,XAGUSDT,2026-02-25 11:00:00+00:00,60,90.5,10784756.6723,119726.13,10784756.6723
futures,USDT-FUTURES,XAGUSDT,2026-02-25 12:00:00+00:00,60,90.63,8003745.5716,88450.88,8003745.5716
futures,USDT-FUTURES,XAGUSDT,2026-02-25 13:00:00+00:00,60,90.59,10366960.8002,114257.05,10366960.8002
futures,USDT-FUTURES,XAGUSDT,2026-02-25 14:00:00+00:00,59,90.64,22686562.3109,251285.13,22686562.3109
futures,USDT-FUTURES,XAGUSDT,2026-02-25 15:00:00+00:00,60,90.68,10725469.3844,118687.78,10725469.3844
futures,USDT-FUTURES,XAGUSDT,2026-02-25 16:00:00+00:00,60,90.89,6280314.9925999995,69247.63,6280314.9925999995
futures,USDT-FUTURES,XAGUSDT,2026-02-25 17:00:00+00:00,59,91.09,5548129.3414,61060.44,5548129.3414
futures,USDT-FUTURES,XAGUSDT,2026-02-25 18:00:00+00:00,60,90.74,2739343.9569,30089.81,2739343.9569
futures,USDT-FUTURES,XAGUSDT,2026-02-25 19:00:00+00:00,60,91.13,4610922.3783,50699.1,4610922.3783
futures,USDT-FUTURES,XAGUSDT,2026-02-25 20:00:00+00:00,59,88.48,13983421.7421,156197.37,13983421.7421
futures,USDT-FUTURES,XAGUSDT,2026-02-25 21:00:00+00:00,60,89.17,13275570.4839,148968.97,13275570.4839
futures,USDT-FUTURES,XAGUSDT,2026-02-25 22:00:00+00:00,60,89.16,2348349.7722,26354.13,2348349.7722
futures,USDT-FUTURES,XAGUSDT,2026-02-25 23:00:00+00:00,60,87.54,12182920.6328,137618.32,12182920.6328
futures,USDT-FUTURES,XAGUSDT,2026-02-26 00:00:00+00:00,59,89.33,12773612.782,144222.24,12773612.782
futures,USDT-FUTURES,XAGUSDT,2026-02-26 01:00:00+00:00,60,89.56,13409326.992,149390.83,13409326.992
futures,USDT-FUTURES,XAGUSDT,2026-02-26 02:00:00+00:00,60,88.78,13177113.9058,148528.72,13177113.9058
futures,USDT-FUTURES,XAGUSDT,2026-02-26 03:00:00+00:00,59,89.27,7635102.2558,85828.75,7635102.2558
futures,USDT-FUTURES,XAGUSDT,2026-02-26 04:00:00+00:00,60,89.28,4554765.0059,50942.020000000004,4554765.0059
futures,USDT-FUTURES,XAGUSDT,2026-02-26 05:00:00+00:00,60,89.42,6797872.9963,75838.53,6797872.9963
futures,USDT-FUTURES,XAGUSDT,2026-02-26 06:00:00+00:00,59,89.15,8055805.5751,90222.19,8055805.5751
futures,USDT-FUTURES,XAGUSDT,2026-02-26 07:00:00+00:00,60,88.47,7613830.9523,86071.96,7613830.9523
futures,USDT-FUTURES,XAGUSDT,2026-02-26 08:00:00+00:00,60,87.46,16599683.7354,190069.12,16599683.7354
futures,USDT-FUTURES,XAGUSDT,2026-02-26 09:00:00+00:00,60,87.58,2712629.4445,30998.5,2712629.4445
futures,USDT-FUTURES,XAGUSDT,2026-02-26 10:00:00+00:00,59,86.87,7928184.3085,90986.62,7928184.3085
futures,USDT-FUTURES,XAGUSDT,2026-02-26 11:00:00+00:00,60,87.17,5643820.9032,64583.99,5643820.9032
futures,USDT-FUTURES,XAGUSDT,2026-02-26 12:00:00+00:00,60,87.22,11296385.524799999,130474.38,11296385.524799999
futures,USDT-FUTURES,XAGUSDT,2026-02-26 13:00:00+00:00,59,87.17,7236000.4426,83122.42,7236000.4426
futures,USDT-FUTURES,XAGUSDT,2026-02-26 14:00:00+00:00,60,86.65,9837699.0659,113605.79000000001,9837699.0659
futures,USDT-FUTURES,XAGUSDT,2026-02-26 15:00:00+00:00,60,87.43,12386218.7505,143508.11000000002,12386218.7505
futures,USDT-FUTURES,XAGUSDT,2026-02-26 16:00:00+00:00,59,86.7,4999574.555,57426.85,4999574.555
futures,USDT-FUTURES,XAGUSDT,2026-02-26 17:00:00+00:00,60,86.62,4421215.4832,50940.71,4421215.4832
futures,USDT-FUTURES,XAGUSDT,2026-02-26 18:00:00+00:00,60,87.37,3843543.0269,44148.87,3843543.0269
futures,USDT-FUTURES,XAGUSDT,2026-02-26 19:00:00+00:00,60,88.29,4642556.7033,52853.200000000004,4642556.7033
futures,USDT-FUTURES,XAGUSDT,2026-02-26 20:00:00+00:00,59,88.83,3034664.2632999998,34227.0,3034664.2632999998
futures,USDT-FUTURES,XAGUSDT,2026-02-26 21:00:00+00:00,60,88.22,2092510.2127999999,23636.8,2092510.2127999999
futures,USDT-FUTURES,XAGUSDT,2026-02-26 22:00:00+00:00,60,88.13,884592.1089,10040.22,884592.1089
futures,USDT-FUTURES,XAGUSDT,2026-02-26 23:00:00+00:00,59,88.17,5532000.5559,62801.78,5532000.5559
futures,USDT-FUTURES,XAGUSDT,2026-02-27 00:00:00+00:00,60,88.39,7074608.209100001,79949.42,7074608.209100001
futures,USDT-FUTURES,XAGUSDT,2026-02-27 01:00:00+00:00,60,89.45,11033240.47,124754.55,11033240.47
futures,USDT-FUTURES,XAGUSDT,2026-02-27 02:00:00+00:00,60,89.81,6924175.5333,77222.43000000001,6924175.5333
futures,USDT-FUTURES,XAGUSDT,2026-02-27 03:00:00+00:00,59,89.34,4747302.4588,52946.27,4747302.4588
futures,USDT-FUTURES,XAGUSDT,2026-02-27 04:00:00+00:00,60,89.5,3083135.9347,34410.33,3083135.9347
futures,USDT-FUTURES,XAGUSDT,2026-02-27 05:00:00+00:00,60,90.08,4472681.6877999995,49780.87,4472681.6877999995
futures,USDT-FUTURES,XAGUSDT,2026-02-27 06:00:00+00:00,59,90.17,6724334.3458,74490.88,6724334.3458
futures,USDT-FUTURES,XAGUSDT,2026-02-27 07:00:00+00:00,60,90.15,5680361.2259,63067.0,5680361.2259
futures,USDT-FUTURES,XAGUSDT,2026-02-27 08:00:00+00:00,60,89.57,6528894.751,72699.49,6528894.751
futures,USDT-FUTURES,XAGUSDT,2026-02-27 09:00:00+00:00,59,89.66,6966600.3439,77632.69,6966600.3439
futures,USDT-FUTURES,XAGUSDT,2026-02-27 10:00:00+00:00,60,89.7,8339518.7621,93193.31,8339518.7621
futures,USDT-FUTURES,XAGUSDT,2026-02-27 11:00:00+00:00,60,89.99,4844147.1884,53960.98,4844147.1884
futures,USDT-FUTURES,XAGUSDT,2026-02-27 12:00:00+00:00,60,89.76,6275178.0585,69928.79,6275178.0585
futures,USDT-FUTURES,XAGUSDT,2026-02-27 13:00:00+00:00,59,92.18,35106081.1764,382884.83,35106081.1764
futures,USDT-FUTURES,XAGUSDT,2026-02-27 14:00:00+00:00,60,91.65,25097862.5917,273808.18,25097862.5917
futures,USDT-FUTURES,XAGUSDT,2026-02-27 15:00:00+00:00,60,93.47,24918817.3426,269105.77,24918817.3426
futures,USDT-FUTURES,XAGUSDT,2026-02-27 16:00:00+00:00,59,93.19,19174835.0601,205057.4,19174835.0601
futures,USDT-FUTURES,XAGUSDT,2026-02-27 17:00:00+00:00,60,93.61,18782798.5731,201112.02,18782798.5731
futures,USDT-FUTURES,XAGUSDT,2026-02-27 18:00:00+00:00,60,93.14,13288495.4706,142965.65,13288495.4706
futures,USDT-FUTURES,XAGUSDT,2026-02-27 19:00:00+00:00,59,93.13,5096036.7306,54731.68,5096036.7306
futures,USDT-FUTURES,XAGUSDT,2026-02-27 20:00:00+00:00,60,93.76,6184687.6331,66154.92,6184687.6331
futures,USDT-FUTURES,XAGUSDT,2026-02-27 21:00:00+00:00,60,93.65,4390673.1662,46877.03,4390673.1662
futures,USDT-FUTURES,XAGUSDT,2026-02-27 22:00:00+00:00,60,93.76,1504378.7015,16042.76,1504378.7015
futures,USDT-FUTURES,XAGUSDT,2026-02-27 23:00:00+00:00,59,93.75,552587.0086,5893.28,552587.0086
futures,USDT-FUTURES,XAGUSDT,2026-02-28 00:00:00+00:00,60,93.84,393355.4199,4193.28,393355.4199
futures,USDT-FUTURES,XAGUSDT,2026-02-28 01:00:00+00:00,60,93.88,381542.5723,4065.62,381542.5723
futures,USDT-FUTURES,XAGUSDT,2026-02-28 02:00:00+00:00,59,93.84,247465.8831,2635.96,247465.8831
futures,USDT-FUTURES,XAGUSDT,2026-02-28 03:00:00+00:00,60,93.85,287538.0205,3064.38,287538.0205
futures,USDT-FUTURES,XAGUSDT,2026-02-28 04:00:00+00:00,60,93.88,320992.6237,3419.91,320992.6237
